Month,Date,Time,Level,Component,PID,Content,EventTemplate,Regex
Nov,23,14:40:53,combo,kernel,,[<0213647b>] handle_mm_fault+0x71/0xe2,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:40:55,combo,kernel,,Call Trace:, Call  Trace: , Call Trace: 
Nov,23,14:41:13,combo,kernel,,VM: killing process httpd, VM:  killing  process  httpd , VM: killing process httpd 
Nov,23,14:41:21,combo,kernel,,[<02114408>] do_page_fault+0x0/0x446,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:41:22,combo,kernel,,VM: killing process httpd, VM:  killing  process  httpd , VM: killing process httpd 
Nov,23,14:41:26,combo,kernel,,[<021c8bda>] vt_console_print+0x64/0x28f,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:41:27,combo,kernel,,[<021288cf>] __print_symbol+0x110/0x121,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:41:29,combo,kernel,,[<02129a6c>] do_acct_process+0x283/0x297,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:41:30,combo,kernel,,[<0211476a>] do_page_fault+0x362/0x446,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,14:41:31,combo,kernel,,[<0227ecc1>] schedule+0x3ed/0x44d,  [ 0227ecc1 ]   schedule+<*>/<*> , [ 0227ecc1 ]  schedule+(.*?)/(.*?) 
Nov,23,14:46:03,combo,kernel,,"httpd: page allocation failure. order:0, mode:0x50", httpd:  page  allocation  failure.  order:0   mode:<*> , httpd: page allocation failure. order:0  mode:(.*?) 
Nov,23,14:46:07,combo,kernel,,[<0215456f>] inode_update_time+0x8e/0x96,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,20:27:12,combo,sshd(pam_unix),6385,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=cfp.acm.org, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Nov,23,20:40:47,combo,kernel,,Out of Memory: Killed process 6437 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,23,21:35:46,combo,kernel,,Out of Memory: Killed process 6559 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,23,21:36:20,combo,kernel,,[<02135dee>] swapin_readahead+0x2c/0x47,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,21:36:20,combo,kernel,,[<02135e66>] do_swap_page+0x5d/0x1f9,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,21:36:31,combo,kernel,,[<0212bd04>] find_or_create_page+0x39/0x70,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,21:36:36,combo,kernel,,[<0a8e1ba6>] ext3_reserve_inode_write+0x21/0x81 [ext3],  [ <*> ]   <*>+<*>/<*>   [ ext3 ]  , [ (.*?) ]  (.*?)+(.*?)/(.*?)  [ ext3 ] 
Nov,23,21:36:41,combo,kernel,,[<02141447>] do_sync_write+0x68/0x9d,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,21:36:43,combo,kernel,,[<02129a95>] acct_process+0x15/0x1f,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,23,22:25:40,combo,kernel,,Out of Memory: Killed process 6682 (mrtg)., out  of  memory:  killed  process  <*>   ( mrtg ) . , out of memory: killed process (.*?)  ( mrtg ) . 
Nov,23,22:55:27,combo,kernel,,Out of Memory: Killed process 6746 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,23,23:25:30,combo,kernel,,Out of Memory: Killed process 6485 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,23,23:45:17,combo,kernel,,Out of Memory: Killed process 6880 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,00:00:20,combo,kernel,,Out of Memory: Killed process 6907 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,00:15:33,combo,kernel,,Out of Memory: Killed process 6959 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,01:20:29,combo,kernel,,Out of Memory: Killed process 7108 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,01:25:49,combo,kernel,,Out of Memory: Killed process 6780 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,24,03:30:27,combo,kernel,,Out of Memory: Killed process 7409 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,04:06:00,combo,su(pam_unix),7817,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Nov,24,05:50:21,combo,kernel,,Out of Memory: Killed process 9318 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,06:20:33,combo,kernel,,Out of Memory: Killed process 8570 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,24,08:30:28,combo,kernel,,Out of Memory: Killed process 9695 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,08:40:19,combo,kernel,,Out of Memory: Killed process 9721 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,09:36:48,combo,sshd(pam_unix),9863,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ev1s-216-127-80-2.ev1servers.net, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Nov,24,09:40:35,combo,kernel,,Out of Memory: Killed process 9891 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,11:10:48,combo,ftpd,10095,connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Thu Nov 24 11:10:48 2005, connection  from  <*>   ( <*> )   at  Thu  Nov <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Thu Nov (.*?) (.*?) (.*?) 
Nov,24,15:20:33,combo,kernel,,Out of Memory: Killed process 10616 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,18:20:25,combo,kernel,,Out of Memory: Killed process 11036 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,18:25:41,combo,kernel,,Out of Memory: Killed process 11047 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,18:30:28,combo,kernel,,Out of Memory: Killed process 11062 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,24,19:25:27,combo,kernel,,Out of Memory: Killed process 11177 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,25,00:45:16,combo,kernel,,Out of Memory: Killed process 11908 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,25,01:10:34,combo,kernel,,Out of Memory: Killed process 11959 (mrtg)., out  of  memory:  killed  process  <*>   ( mrtg ) . , out of memory: killed process (.*?)  ( mrtg ) . 
Nov,25,02:10:36,combo,kernel,,"sendmail: page allocation failure. order:0, mode:0x1d2", sendmail:  page  allocation  failure.  order:0   mode:<*> , sendmail: page allocation failure. order:0  mode:(.*?) 
Nov,25,02:10:36,combo,kernel,,Call Trace:, Call  Trace: , Call Trace: 
Nov,25,02:10:44,combo,kernel,,[<021361c7>] do_no_page+0xa1/0x235,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:48,combo,kernel,,[<021361c7>] do_no_page+0xa1/0x235,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:55,combo,kernel,,[<021287f4>] __print_symbol+0x35/0x121,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:56,combo,kernel,,[<02141447>] do_sync_write+0x68/0x9d,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:56,combo,kernel,,[<02118840>] call_console_drivers+0xbe/0xe3,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:57,combo,kernel,,[<0212c5b2>] page_cache_read+0x2a/0x7a,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:58,combo,kernel,,[<02129a6c>] do_acct_process+0x283/0x297,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:10:59,combo,kernel,,[<02135342>] follow_page+0xda/0xe5,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:00,combo,kernel,,[<0213f423>] put_user_size+0x29/0x2d,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:00,combo,kernel,,[<02114408>] do_page_fault+0x0/0x446,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:05,combo,kernel,,[<02114408>] do_page_fault+0x0/0x446,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:08,combo,kernel,,[<02221a76>] input_unregister_device+0xd/0xc1,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:11,combo,kernel,,[<0213f1ba>] rw_vm+0x1ce/0x1ea,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,02:11:11,combo,kernel,,[<0211fc74>] sys_rt_sigprocmask+0x87/0x9a,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Nov,25,03:10:31,combo,kernel,,Out of Memory: Killed process 11954 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,25,04:55:37,combo,kernel,,Out of Memory: Killed process 13100 (updatedb)., Out  of  Memory:  Killed  process <*> ( updatedb ) . , Out of Memory: Killed process (.*?) ( updatedb ) . 
Nov,25,06:15:23,combo,kernel,,Out of Memory: Killed process 13462 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,25,06:30:33,combo,kernel,,Out of Memory: Killed process 13491 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,25,07:20:31,combo,kernel,,Out of Memory: Killed process 13606 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,25,07:25:21,combo,kernel,,Out of Memory: Killed process 13621 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,25,10:07:33,combo,sshd(pam_unix),14029,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=xdsl-5103.wroclaw.dialog.net.pl  user=test, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = test , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = test 
Nov,25,10:07:34,combo,sshd(pam_unix),14027,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=xdsl-5103.wroclaw.dialog.net.pl  user=test, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = test , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = test 
Nov,25,10:58:54,combo,sshd(pam_unix),14190,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Nov,25,12:15:22,combo,kernel,,Out of Memory: Killed process 14382 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,25,12:25:28,combo,kernel,,Out of Memory: Killed process 14418 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,25,14:40:46,combo,kernel,,Out of Memory: Killed process 14724 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,25,15:00:49,combo,ftpd,14761,connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:49 2005, connection  from  <*>   (  )   at  fri  nov  <*>  <*> <*> , connection from (.*?)  ( )  at fri nov (.*?) (.*?) (.*?) 
Nov,25,15:36:14,combo,sshd(pam_unix),14883,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.164.165.108  user=test, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = test , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = test 
Nov,25,15:45:26,combo,kernel,,Out of Memory: Killed process 14644 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,25,21:30:28,combo,kernel,,Out of Memory: Killed process 15700 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,01:33:56,combo,ftpd,16257,connection from 218.146.61.230 () at Sat Nov 26 01:33:56 2005, connection  from  <*>   ( <*> )   at  sat  nov  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sat nov (.*?) (.*?) (.*?) 
Nov,26,01:35:53,combo,kernel,,Out of Memory: Killed process 16268 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,02:30:23,combo,kernel,,Out of Memory: Killed process 16399 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,03:20:34,combo,kernel,,Out of Memory: Killed process 16501 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,04:35:29,combo,kernel,,Out of Memory: Killed process 18188 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,06:30:29,combo,kernel,,Out of Memory: Killed process 18551 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,06:35:47,combo,kernel,,Out of Memory: Killed process 18283 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,26,08:05:22,combo,kernel,,Out of Memory: Killed process 18786 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,09:35:43,combo,kernel,,Out of Memory: Killed process 18787 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,26,13:10:35,combo,kernel,,Out of Memory: Killed process 19466 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,13:25:22,combo,kernel,,Out of Memory: Killed process 19510 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,13:46:32,combo,kernel,,Out of Memory: Killed process 19326 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,26,14:10:38,combo,kernel,,Out of Memory: Killed process 19617 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,14:20:32,combo,kernel,,Out of Memory: Killed process 19640 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,14:35:27,combo,kernel,,Out of Memory: Killed process 19461 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Nov,26,15:30:24,combo,kernel,,Out of Memory: Killed process 19786 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,15:35:25,combo,kernel,,Out of Memory: Killed process 19795 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,16:25:45,combo,kernel,,Out of Memory: Killed process 19925 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,17:25:21,combo,kernel,,Out of Memory: Killed process 20077 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,18:20:45,combo,kernel,,Out of Memory: Killed process 20203 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,18:35:23,combo,kernel,,Out of Memory: Killed process 20239 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,19:16:10,combo,kernel,,Out of Memory: Killed process 20330 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,26,20:25:24,combo,kernel,,Out of Memory: Killed process 20508 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Nov,27,04:05:59,combo,su(pam_unix),21736,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Nov,27,04:12:33,combo,kernel,,Out of Memory: Killed process 22063 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,13:22:36,combo,sshd(pam_unix),26545,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=80.191.68.130  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Nov,27,15:35:28,combo,kernel,,Out of Memory: Killed process 26426 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,18:45:20,combo,kernel,,Out of Memory: Killed process 26808 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,20:15:20,combo,kernel,,Out of Memory: Killed process 27274 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,22:30:46,combo,kernel,,Out of Memory: Killed process 27377 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,23:05:26,combo,kernel,,Out of Memory: Killed process 27397 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,27,23:25:23,combo,kernel,,Out of Memory: Killed process 27399 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,00:40:32,combo,kernel,,Out of Memory: Killed process 27869 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,00:43:04,combo,kernel,,Out of Memory: Killed process 27914 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,04:45:42,combo,kernel,,Out of Memory: Killed process 27920 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,04:46:42,combo,kernel,,Out of Memory: Killed process 29793 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,05:01:53,combo,kernel,,Out of Memory: Killed process 29829 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,08:00:25,combo,kernel,,Out of Memory: Killed process 29837 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,09:00:40,combo,kernel,,Out of Memory: Killed process 29840 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:10:57,combo,kernel,,Out of Memory: Killed process 30482 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:20:49,combo,kernel,,Out of Memory: Killed process 30595 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:22:17,combo,kernel,,Out of Memory: Killed process 30612 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:30:51,combo,kernel,,Out of Memory: Killed process 30629 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:35:59,combo,kernel,,Out of Memory: Killed process 30647 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,11:41:17,combo,kernel,,Out of Memory: Killed process 30677 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,12:26:14,combo,kernel,,Out of Memory: Killed process 30780 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,13:30:24,combo,sshd(pam_unix),30944,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-68-178-149-108.ip.secureserver.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Nov,28,13:32:48,combo,kernel,,Out of Memory: Killed process 30968 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,13:33:14,combo,kernel,,Out of Memory: Killed process 30971 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,13:42:05,combo,kernel,,Out of Memory: Killed process 31002 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,15:25:23,combo,kernel,,Out of Memory: Killed process 31023 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,15:31:28,combo,kernel,,Out of Memory: Killed process 31264 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,15:40:16,combo,kernel,,Out of Memory: Killed process 31268 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,15:40:27,combo,kernel,,Out of Memory: Killed process 31269 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,16:36:56,combo,kernel,,Out of Memory: Killed process 31421 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,16:37:10,combo,kernel,,Out of Memory: Killed process 31422 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,18:35:22,combo,kernel,,Out of Memory: Killed process 31433 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,18:38:00,combo,kernel,,Out of Memory: Killed process 31661 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:36:58,combo,kernel,,Out of Memory: Killed process 31793 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:37:03,combo,kernel,,Out of Memory: Killed process 31794 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:55:16,combo,kernel,,Out of Memory: Killed process 31806 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:56:41,combo,kernel,,Out of Memory: Killed process 31835 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:56:52,combo,kernel,,Out of Memory: Killed process 31836 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,19:57:12,combo,kernel,,Out of Memory: Killed process 31839 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,20:10:46,combo,kernel,,Out of Memory: Killed process 31870 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,20:47:01,combo,kernel,,Out of Memory: Killed process 32018 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,20:55:16,combo,kernel,,Out of Memory: Killed process 32025 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,20:55:49,combo,kernel,,Out of Memory: Killed process 32028 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Nov,28,20:56:17,combo,kernel,,Out of Memory: Killed process 32042 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
