Time,Component,Pid,Content,EventTemplate,Regex
20171229-12:27:8:675,Step_LSC,30002312,onStandStepChanged 20478, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-12:27:14:503,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=43412, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-12:27:14:519,Step_StandReportReceiver,30002312,REPORT : 1487 1061 43412 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-12:27:18:479,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514521560000##1493##1234938##83501##100712##293443434, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-12:27:24:976,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514521560000##1503##1235793##83501##100712##293449932, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-12:27:32:503,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-12:27:46:16,Step_StandReportReceiver,30002312,REPORT : 1538 1098 44504 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-12:27:54:32,Step_StandReportReceiver,30002312,REPORT : 1553 1108 44825 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-12:28:22:989,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514521620000##1585##1242133##83501##100712##293507444, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-12:28:42:525,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-12:29:52:843,HiH_DataStatManager,30002312,"new date =20171229, type=40044,120.0,old=120.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171229-12:29:52:875,Step_StandReportReceiver,30002312,REPORT : 1748 1248 49001 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-12:29:59:69,Step_StandReportReceiver,30002312,REPORT : 1755 1253 49151 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-12:30:10:215,Step_LSC,30002312,onStandStepChanged 20770, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-12:30:11:517,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514521740000##1772##1257157##83501##100712##293616473, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-12:30:27:24,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514521740000##1795##1259057##83501##100712##293631473, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-12:30:36:45,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=50328, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-12:30:40:216,Step_LSC,30002312,onStandStepChanged 20817, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-12:30:43:216,Step_LSC,30002312,onStandStepChanged 20822, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-12:50:14:43,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=50842, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-13:18:23:737,Step_LSC,30002312,onStandStepChanged 20833, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-13:24:59:341,Step_ReportController,30002312,FAILED_SCREEN_OFF block report, FAILED_SCREEN_OFF  block  report , FAILED_SCREEN_OFF block report 
20171229-13:26:59:890,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-13:27:0:332,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514525160000##2026##1264525##83501##100712##297025288, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-13:29:39:342,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514525280000##2301##1270691##83501##100712##297184298, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-13:29:40:554,Step_LSC,30002312,onExtend:1514525380000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:30:28:377,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-13:30:45:553,Step_LSC,30002312,onExtend:1514525445000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:30:49:631,HiH_HiSyncControl,30002312,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0", stepSyncOrNot  appSynTimes  is <*> statsyncTimes  is <*> , stepSyncOrNot appSynTimes is (.*?) statsyncTimes is (.*?) 
20171229-13:31:4:48,Step_LSC,30002312,onExtend:1514525463000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:31:22:876,Step_LSC,30002312,onExtend:1514525482000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:31:26:166,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514525400000##2432##1277866##83501##100712##297290624, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-13:31:27:168,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514525400000##2435##1278151##83501##100712##297292124, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-13:31:29:717,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-13:31:30:192,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-13:31:55:376,Step_LSC,30002312,onExtend:1514525515000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:32:8:687,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-13:32:20:171,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514525460000##2526##1286809##83501##100712##297345127, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-13:32:23:683,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=65790, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-13:32:29:374,Step_LSC,30002312,onExtend:1514525549000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:33:11:426,Step_StandReportReceiver,30002312,REPORT : 2624 1873 67760 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-13:33:17:907,Step_StandReportReceiver,30002312,REPORT : 2635 1881 67996 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-13:33:18:61,Step_LSC,30002312,onExtend:1514525598000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-13:35:29:394,Step_StandReportReceiver,30002312,REPORT : 2726 1946 69943 60, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-13:54:6:378,Step_LSC,30002312,onExtend:1514526467000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-14:4:54:250,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514527380000##2770##1294876##83501##100712##299282983, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-14:7:3:434,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON, onreceive  action:  <*>screen_off , onreceive action: (.*?)screen_off 
20171229-14:44:1:880,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514529780000##2770##1294876##83501##100712##301646507, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-14:50:38:422,Step_LSC,30002312,onExtend:1514530246000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-15:18:44:400,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-16:5:22:416,Step_LSC,30002312,onExtend:1514534391000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-16:16:7:347,Step_LSC,30002312,onExtend:1514535085000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-16:47:31:961,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF, onreceive  action:  <*>screen_off , onreceive action: (.*?)screen_off 
20171229-16:57:13:569,Step_LSC,30002312,onStandStepChanged 21769, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-16:57:13:613,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON, onreceive  action:  <*>screen_off , onreceive action: (.*?)screen_off 
20171229-17:56:14:364,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514541300000##2770##1294876##83501##100712##313179319, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:3:6:955,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171229-18:3:45:94,Step_StandReportReceiver,30002312,REPORT : 2770 1977 76051 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:11:4:112,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514542200000##2770##1294876##83501##100712##314069067, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:15:40:462,Step_LSC,30002312,onExtend:1514542532000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-18:15:40:804,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514542440000##2770##1294876##83501##100712##314345759, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:21:1:394,Step_LSC,30002312,onExtend:1514542604000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-18:24:7:410,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=79797, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-18:24:13:400,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=79990, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-18:24:19:591,Step_LSC,30002312,onExtend:1514543059000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-18:24:25:412,Step_StandReportReceiver,30002312,REPORT : 2973 2122 80397 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:24:29:909,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=80547, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-18:24:34:381,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514542980000##2986##1299668##83501##100712##314878337, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-18:24:37:424,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-18:24:44:883,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514542980000##3004##1300514##83501##100712##314889340, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-18:24:46:883,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514542980000##3008##1300702##83501##100712##314891839, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:24:56:81,Step_LSC,30002312,onStandStepChanged 22022, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-18:25:30:442,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-18:25:44:594,Step_LSC,30002312,onExtend:1514543144000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-18:26:0:883,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514543100000##3126##1310858##83501##100712##314965838, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:26:13:582,Step_LSC,30002312,onStandStepChanged 22146, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-18:26:14:81,Step_LSC,30002312,onStandStepChanged 22147, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-18:26:26:935,Step_StandReportReceiver,30002312,REPORT : 3169 2262 84594 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:26:40:401,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-18:26:40:403,Step_StandReportReceiver,30002312,REPORT : 3191 2278 85066 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:26:52:409,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=85494, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-18:27:21:925,Step_StandReportReceiver,30002312,REPORT : 3260 2327 86543 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:27:25:387,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514543160000##3266##1324427##83501##100712##315050343, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:27:25:429,Step_StandReportReceiver,30002312,REPORT : 3266 2331 86672 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:27:35:92,Step_LSC,30002312,onExtend:1514543255000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-18:27:37:946,Step_StandReportReceiver,30002312,REPORT : 3286 2346 87100 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:27:40:413,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-18:27:40:883,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514543160000##3290##1326803##83501##100712##315065339, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-18:27:47:418,Step_StandReportReceiver,30002312,REPORT : 3301 2356 87421 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-18:27:56:885,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514543160000##3316##1329377##83501##100712##315081338, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-18:28:4:381,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514543220000##3328##1330565##83501##100712##315088839, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-18:28:9:419,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-18:28:13:580,Step_LSC,30002312,onStandStepChanged 22344, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-18:28:21:382,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514543220000##3358##1333436##83501##100712##315106338, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:28:23:886,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514543220000##3362##1333832##83501##100712##315108842, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-18:31:31:543,HiH_DataStatManager,30002312,"new date =20171229, type=40034,162.07799999999997,old=162.07799999999997", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171229-19:6:26:683,Step_LSC,30002312,onStandStepChanged 22480, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-19:14:51:429,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health, getBinderPackageName  packageName   =   <*> , getBinderPackageName packageName  =  (.*?) 
20171229-19:14:51:454,HiH_HiSyncControl,30002312,"startInsertSportSync first 500 steps sync,do all sync", startInsertSportSync  first <*> steps  sync do  all  sync , startInsertSportSync first (.*?) steps sync do all sync 
20171229-19:16:51:321,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=150, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-19:16:55:825,Step_StandReportReceiver,30002312,REPORT : 4149 2962 118245 150, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-19:46:48:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=118822, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171229-19:47:39:620,Step_LSC,30002312,onStandStepChanged 23206, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-19:58:26:346,Step_LSC,30002312,onExtend:1514548706000 0 0 0, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-20:13:31:339,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514549340000##4266##1340087##83501##101048##321255827, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-20:25:0:100,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171229-20:32:20:27,Step_LSC,30002312,onExtend:1514550740000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-20:42:40:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=150, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-21:11:39:513,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=150, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171229-21:46:36:578,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514555100000##4556##1340963##83501##101048##326982546, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-21:46:39:329,Step_LSC,30002312,onStandStepChanged 23605, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171229-21:46:48:631,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514555100000##4625##1344851##83501##101048##327013457, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-21:54:0:237,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171229-22:3:53:448,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514556120000##4655##1347929##84671##101048##328038274, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171229-22:20:23:386,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514556720000##4698##1347947##84671##101048##328638406, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171229-22:20:23:410,Step_StandReportReceiver,30002312,REPORT : 4698 3354 147120 210, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-22:26:0:149,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171229-22:38:3:134,Step_StandReportReceiver,30002312,REPORT : 4698 3354 100631 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171229-23:32:25:759,Step_LSC,30002312,onExtend:1514561546000 0 0 0, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171229-23:53:42:294,Step_StandStepCounter,30002312,flush sensor data, flush  sensor  data , flush sensor data 
20171229-23:53:42:295,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514562720000##4698##1347947##84671##101048##4642238, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171230-0:0:0:148,Step_SPUtils,30002312, getDiffTotalSteps= 1514476801220##0, getDiffTotalSteps = <*> , getDiffTotalSteps = (.*?) 
20171230-0:0:0:247,Step_LSC,30002312,onExtend:1514563200000 0 0 0, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-0:6:7:471,Step_LSC,30002312,onStandStepChanged 0, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-1:17:51:186,Step_LSC,30002312,onExtend:1514565695000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-3:13:25:96,Step_LSC,30002312,onExtend:1514570932000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-3:13:25:100,Step_LSC,30002312,onExtend:1514574952000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-7:11:22:113,Step_LSC,30002312,onExtend:1514582603000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-7:11:22:116,Step_LSC,30002312,onExtend:1514586203000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-8:52:30:352,Step_LSC,30002312,onExtend:1514595083000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-8:55:16:691,Step_LSC,30002312,onExtend:1514595317000 0 0 0, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-9:39:18:569,Step_LSC,30002312,onExtend:1514597820000 0 0 5, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-9:52:41:0,Step_LSC,30002312,onStandStepChanged 0, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-9:52:50:327,Step_LSC,30002312,onStandStepChanged 28, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:11:24:900,Step_LSC,30002312,onExtend:1514599884000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:12:6:695,Step_StandReportReceiver,30002312,REPORT : 260 177 5312 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171230-10:12:9:411,Step_LSC,30002312,onExtend:1514599929000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:12:10:900,Step_LSC,30002312,onExtend:1514599930000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:12:44:902,Step_LSC,30002312,onExtend:1514599964000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:13:15:899,Step_LSC,30002312,onExtend:1514599995000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:13:45:686,Step_StandReportReceiver,30002312,REPORT : 443 287 8610 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171230-10:14:26:187,Step_StandReportReceiver,30002312,REPORT : 518 336 10088 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171230-10:14:28:384,Step_LSC,30002312,onStandStepChanged 523, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:14:37:887,Step_LSC,30002312,onStandStepChanged 541, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:14:44:385,Step_LSC,30002312,onStandStepChanged 552, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:15:19:394,Step_LSC,30002312,onExtend:1514600119000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:19:8:427,Step_LSC,30002312,onExtend:1514600349000 3 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-10:20:22:238,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171230-10:28:15:256,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171230-10:32:2:231,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514601060000##803##1348950##84671##101048##42942174, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171230-10:37:47:929,Step_LSC,30002312,onStandStepChanged 803, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:46:5:267,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171230-10:58:8:254,Step_LSC,30002312,onStandStepChanged 1216, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-10:58:9:604,Step_LSC,30002312,onExtend:1514602690000 2 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171230-11:2:18:462,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171230-11:15:35:43,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171230-11:50:17:274,Step_LSC,30002312,onStandStepChanged 1324, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171230-12:6:0:90,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
